Taxon Name,L001-001-981789527_S1,L001-002-232189519_S2,L001-003-981791405_S3,L001-004-981791340_S4,L001-005-232196117_S5,L001-006-232196145_S6,L001-007-232196139_S7,L001-012-NTC-RPIP-LT001_S12
Fannyhessea vaginae,1.3024759,,,,,,,
Acinetobacter ursingii,0.651238,3.0066359,3.1716238,,2.0620994,,1.6663963,
Lasallia pustulata,1.3024759,0.3340707,0.396453,,,,,
Yokenella regensburgei,1.3024759,,1.3215099,,0.6873665,1.3070558,1.5382119,
Alteromonas mediterranea,1.3024759,,,,,,,
Rothia terrae,1.3024759,0.6681413,0.6607549,,,,0.384553,
Prevotella histicola,1.3024759,5.3451306,,,,,,
Clostridium sp. DMHC 10,1.3024759,,,,,,0.5127373,
Cryobacterium sp. TMB3-10,1.3024759,,,,,,0.5127373,
Achromobacter pestifer,1.3024759,2.6725653,,,10.4823388,,1.9227649,
Corynebacterium sp. HMSC27B11,1.3024759,,,,,,,
Rhodococcus sp. SC4,1.3024759,,0.132151,,,,0.1281843,
Stenotrophomonas sp. Y,1.3024759,1.002212,0.528604,,2.2339411,0.163382,1.0254746,
Brevundimonas sp. Bb-A,0.651238,,,,,,,
Pseudomonas fluorescens,0.976857,131538.3179365,0.264302,,39.1798893,3.1042576,38.3271138,
Agrobacterium tumefaciens,0.976857,0.3340707,0.396453,,,,0.1281843,
Aeromonas veronii,0.976857,2.004424,0.396453,,0.1718416,,,
Oscillatoriales cyanobacterium,0.976857,0.3340707,,,,,,
Acidipropionibacterium jensenii,0.976857,2.6725653,,,0.1718416,,0.1281843,
Curtobacterium flaccumfaciens,0.325619,,,,0.6873665,,0.2563687,
Carnobacterium maltaromaticum,0.976857,0.6681413,,,0.1718416,,,
Monascus purpureus,0.651238,,,,,,,
Phialophora americana,0.976857,,,,0.1718416,0.163382,,
Penaeus monodon,0.976857,,0.132151,,0.5155249,0.326764,0.2563687,
Colletotrichum graminicola,0.325619,,0.132151,,0.1718416,,,
Corynebacterium vitaeruminis,0.325619,,0.396453,,,,,
Brevundimonas vesicularis,0.976857,,,,,,,
Corynespora cassiicola,0.325619,,,,,,0.1281843,
Cyclaneusma minus,0.976857,,,,0.1718416,,,
Citrobacter rodentium,0.325619,,0.132151,,,,,
Rothia aeria,0.976857,0.6681413,,,0.1718416,,0.8972903,
Macromonas bipunctata,0.976857,,,,,,,
Streptococcus pseudopneumoniae,0.325619,30.4004301,,,,,,
Dactylonectria macrodidyma,0.976857,1.3362826,,,,,,
Bacteroides propionicifaciens,0.976857,,,,,,,
Pseudovirgaria hyperparasitica,0.976857,0.3340707,0.132151,,0.3436832,,,
Achromobacter marplatensis,0.976857,0.6681413,,,2.0620994,0.163382,0.1281843,
Candidatus Liberibacter solanacearum,0.976857,0.3340707,0.264302,,,,,
Lineolata rhizophorae,0.976857,0.3340707,0.396453,,,,0.1281843,
Actinokineospora cianjurensis,0.976857,,,,,,,
Penicillium subrubescens,0.976857,,,,,,0.1281843,
Achromobacter deleyi,0.976857,4.0088479,,,12.200755,0.163382,1.2818433,
Serpentinomonas raichei,0.976857,,,,,,,
Bifidobacterium aquikefiri,0.976857,,,,,,,
Thiomonas sp. 14-66-4,0.976857,,,,,,,
Sulfuriferula sp. AH1,0.976857,,,,0.3436832,,0.1281843,
Virgibacillus profundi,0.976857,,0.264302,,0.1718416,,0.2563687,
Desulfurococcaceae archaeon AG1,0.976857,,,,0.5155249,0.4901459,0.5127373,
Pelistega sp. NLN82,0.976857,,,,,,,
Pseudomonas syringae,0.651238,21114.936063,1.7179629,,84.8897602,5.5549873,4099.5911512,
Xanthomonas campestris,0.651238,,,,0.3436832,,0.2563687,
Methylorubrum extorquens,0.651238,2.6725653,,,,,,
Neisseria gonorrhoeae,0.651238,2.6725653,0.132151,,0.1718416,,,
Bordetella avium,0.651238,3.6747773,,,2.5776243,0.163382,1.0254746,
Bacteroides thetaiotaomicron,0.325619,0.3340707,,,,,,
Bergeyella zoohelcum,0.651238,,,,,,,
Kocuria rosea,0.325619,,,,,,,
Staphylococcus warneri,0.325619,,0.264302,,0.3436832,,,
Staphylococcus muscae,0.651238,0.3340707,,,,,,
Deinococcus radiodurans,0.651238,,0.132151,,,,,
Streptococcus equi,0.651238,0.6681413,,,0.3436832,,,
Lactococcus garvieae,0.651238,,1.3215099,,0.8592081,,,
Paenibacillus polymyxa,0.651238,1.002212,0.132151,,,0.163382,0.384553,
Bacillus thuringiensis,0.651238,,,,,,,
Mycolicibacterium gilvum,0.651238,,,,,,,
Streptomyces albus,0.651238,,,,,,1.6663963,
Lactuca sativa,0.651238,0.3340707,,,0.6873665,,0.5127373,
Blastomyces dermatitidis,0.651238,0.3340707,,,,0.163382,,
Sclerotinia sclerotiorum,0.651238,,,,0.3436832,0.163382,,
Trichoderma viride,0.651238,0.6681413,,,,,,
Stylonychia lemnae,0.651238,19.3760983,,,,0.4901459,0.384553,
Eisenia fetida,0.651238,,0.132151,,0.1718416,,,
Influenza B virus,0.651238,,0.132151,,59943.5122228,3380.2098021,,
Prevotella bivia,0.651238,,,,,,,
Legionella oakridgensis,0.651238,0.3340707,0.528604,,0.1718416,26.7946449,0.2563687,
Bordetella holmesii,0.325619,2.3384946,,,1.7184162,0.163382,,
Dietzia maris,0.651238,0.3340707,0.132151,,0.3436832,,,
Aspergillus ustus,0.651238,,,,,,,
Corynebacterium argentoratense,0.651238,,0.132151,,,,,
Streptococcus cristatus,0.651238,0.6681413,,,,,,
Aneurinibacillus migulanus,0.651238,,,,,,,
Penicillium freii,0.651238,,,,,,,
Pinctada fucata,0.651238,,,,,,,
Saccharomonospora iraqiensis,0.651238,,,,,,,
Streptomyces cinnamoneus,0.651238,0.6681413,,,0.1718416,,,
Flavobacterium branchiophilum,0.651238,,0.132151,,,,,
Dorea longicatena,0.651238,,0.396453,,2.5776243,1.3070558,1.0254746,
Sphingomonas koreensis,0.651238,,,,0.8592081,0.163382,,
Tetrasphaera japonica,0.651238,,,,0.1718416,,,
Massariosphaeria phaeospora,0.651238,,,,,,,
Lactobacillus jensenii,0.651238,0.6681413,,,0.1718416,0.163382,0.5127373,
Talaromyces rugulosus,0.325619,,0.132151,,,,0.1281843,
Kalaharituber pfeilii,0.651238,,,,,,,
Byssothecium circinans,0.651238,,,,,,0.2563687,
Phialocephala scopiformis,0.651238,,,,,,,
Phaeomoniella chlamydospora,0.651238,0.3340707,0.264302,,,,,
Corynebacterium phocae,0.651238,,0.396453,,,,0.5127373,
Brevundimonas nasdae,0.651238,,,,,,,
Aspergillus chevalieri,0.651238,,,,0.1718416,,,
Microdochium bolleyi,0.651238,,0.132151,,,,,
Nymphaea colorata,0.651238,0.6681413,0.7929059,,0.3436832,0.326764,0.8972903,
Nesterenkonia xinjiangensis,0.651238,,,,,,,
Prevotella salivae,0.651238,0.6681413,,,,,,
Pochonia chlamydosporia,0.325619,,0.132151,,,,0.1281843,
Bordetella ansorpii,0.651238,0.3340707,,,1.0310497,,0.2563687,
Aspergillus lentulus,0.651238,2.6725653,,,0.6873665,,0.2563687,
Staphylococcus simiae,0.651238,,0.396453,,,,0.1281843,
Pyricularia oryzae,0.325619,,0.132151,,,0.326764,,
Pseudocercospora eumusae,0.651238,0.3340707,0.132151,,,0.163382,0.5127373,
Empedobacter falsenii,0.325619,,0.264302,,,,,
Alkalibacterium thalassium,0.651238,,,,,,,
Paraprevotella clara,0.651238,0.6681413,,,0.3436832,,,
Marssonina coronariae,0.651238,,,,0.1718416,,,
Paenibacillus hunanensis,0.651238,4.0088479,,,,0.326764,0.5127373,
Actinomyces oris,0.651238,8.6858372,,,,,0.2563687,
Letharia lupina,0.651238,,,,0.1718416,0.163382,,
Corynebacterium mustelae,0.651238,,,,,,0.2563687,
Rhizobium pusense,0.325619,0.3340707,,,,,,
Lindgomyces ingoldianus,0.651238,,0.132151,,,,,
uncultured alpha proteobacterium HF0130_06E21,0.651238,,,,,,,
Olsenella sp. oral taxon 807,0.651238,,,,,,,
Pyrenochaeta sp. DS3sAY3a,0.651238,,,,0.3436832,,,
Gordonia iterans,0.325619,,,,,,,
Pseudomonas kuykendallii,0.651238,0.3340707,,,0.8592081,,,
Corynebacterium uterequi,0.651238,,,,0.1718416,0.163382,0.2563687,
Veillonella tobetsuensis,0.651238,0.6681413,,,,,,
Corynebacterium doosanense,0.651238,,,,,,0.1281843,
Clohesyomyces aquaticus,0.651238,,,,,,,
Diaporthe lithocarpi (nom. inval.),0.651238,0.3340707,0.132151,,,,,
Corynebacterium sp. DNF00584,0.651238,,0.396453,,,,,
Gloeocapsopsis sp. AAB1 = 1H9,0.651238,,,,,,,
Salinicola rhizosphaerae,0.651238,0.6681413,,,0.3436832,,0.1281843,
Corynebacterium oculi,0.651238,,,,0.1718416,,0.1281843,
Corynebacterium sp. CMW7794,0.651238,,,,,,,
Emmonsia sp. CAC-2015a,0.651238,,,,,,,
Phialophora attinorum,0.651238,,,,,,,
Citrobacter sp. MGH106,0.651238,,,,,0.163382,,
Ascomycota sp.,0.651238,,,,,,,
bacterium P201,0.651238,0.3340707,0.264302,,0.3436832,0.163382,,
Weissella sp. DD23,0.651238,,0.9250569,,,,,
Coleophoma cylindrospora,0.651238,,,,,,,
Corynebacterium choanis,0.651238,,,,,,,
Alloprevotella sp.,0.651238,1.3362826,,,,,0.2563687,
Achromobacter sp. MFA1 R4,0.325619,37.7499846,,,14.9502209,,0.5127373,
Paracoccus aerius,0.651238,,,,,,,
Paraburkholderia sp.,0.651238,,,,,0.163382,,
Gilliamella apis,0.651238,,45.8563934,,28.5257089,50.4850321,6.4092164,
Candidatus Roizmanbacteria bacterium CG_4_10_14_0_8_um_filter_39_9,0.651238,,0.132151,,0.3436832,0.4901459,0.5127373,
Acinetobacter piscicola,0.651238,0.3340707,,,,,,
Bifidobacteriaceae bacterium NR047,0.651238,,,,,,,
Periptyctus sp. CSR086,0.651238,,,,,,,
Rutstroemia sp. NJR-2017a WRK4,0.651238,,,,,,,
bacterium MnTg02,0.651238,,,,,,0.2563687,
Ralstonia sp. GV074,0.651238,,,,,,,
Nocardioides sp. CF204,0.651238,,,,,,,
Flavobacterium sp. JXAS1,0.651238,0.6681413,,,,,,
Burkholderia reimsis,0.651238,,,,,,,
Marinifilum sp. JC070,0.651238,,,,,,,
Bradymonadales bacterium TMQ2,0.651238,0.3340707,0.396453,,,,0.6409216,
Nocardioides sp. AX2bis,0.651238,,,,,,,
Sphingomonas sp. AX6,0.651238,1.002212,0.132151,,7.0455064,,,
Pseudoalteromonas caenipelagi,0.651238,,,,,,,
Calidifontibacillus erzurumensis,0.651238,,,,,,,
Campylobacter coli,0.325619,1.002212,0.132151,,,,0.5127373,
Helicobacter pylori,0.325619,,0.264302,,,,0.2563687,
Chryseobacterium indologenes,0.325619,,,,,,,
Burkholderia cepacia,0.325619,0.6681413,0.396453,,0.1718416,,,
Sinorhizobium meliloti,0.325619,1.6703533,,,0.1718416,,,
Alcaligenes faecalis,0.325619,0.3340707,,,1.0310497,0.163382,,
Pseudescherichia vulneris,0.325619,,0.132151,,0.1718416,0.4901459,0.8972903,
Hafnia alvei,0.325619,9.0199078,,,0.8592081,,116.3913691,
Kluyvera cryocrescens,0.325619,,,,0.1718416,,0.384553,
Vibrio alginolyticus,0.325619,,1.5858119,,0.6873665,0.4901459,1.2818433,
Rickettsia prowazekii,0.325619,269.2609519,0.396453,,0.8592081,0.4901459,1.6663963,
Parabacteroides distasonis,0.325619,,,,,,,
Butyrivibrio fibrisolvens,0.325619,,,,,,,
Allochromatium vinosum,0.325619,,,,,,0.1281843,
Rhodopseudomonas palustris,0.325619,,,,,0.163382,,
Paraclostridium bifermentans,0.325619,,,,,,0.6409216,
Lactiplantibacillus pentosus,0.325619,,0.264302,,,,,
Companilactobacillus farciminis,0.325619,0.3340707,0.132151,,,,,
Pseudarthrobacter polychromogenes,0.325619,,,,,,,
Corynebacterium sp.,0.325619,,,,0.1718416,,,
Mycobacterium asiaticum,0.325619,,,,,,,
Nocardioides albus,0.325619,,,,,,,
Streptomyces microflavus,0.325619,0.6681413,,,,,,
Xylella fastidiosa,0.325619,,0.528604,,0.8592081,,0.2563687,
Phaeodactylum tricornutum,0.325619,1.3362826,,,0.8592081,,,
Marchantia polymorpha,0.325619,,,,,,,
Gossypium barbadense,0.325619,0.6681413,0.528604,,0.1718416,0.163382,0.2563687,
Prunus yedoensis,0.325619,1.002212,,,0.1718416,,,
Lupinus angustifolius,0.325619,,,,,0.163382,,
Hevea brasiliensis,0.325619,,1.0572079,,1.2028913,0.4901459,1.6663963,
Ensete ventricosum,0.325619,1099.4265419,,,,0.163382,,
Wickerhamomyces anomalus,0.325619,,,,0.1718416,,,
Meyerozyma guilliermondii,0.325619,22.3827342,,,,,,
Aspergillus oryzae,0.325619,0.3340707,,,,,,
Penicillium camemberti,0.325619,,,,,,,
Penicillium roqueforti,0.325619,,,,0.1718416,,,
Amorphotheca resinae,0.325619,,,,,,,
Ascobolus immersus,0.325619,0.3340707,,,,,,
Pleurotus ostreatus,0.325619,1.002212,,,,,0.2563687,
Trametes cinnabarina,0.325619,,,,,,,
Halteria grandinella,0.325619,0.3340707,,,0.3436832,,0.1281843,
Drosophila erecta,0.325619,0.3340707,,,,,,
Burkholderia mallei,0.325619,919.3624562,,,2402.0021611,,387.7575897,
Syncephalastrum racemosum,0.325619,,,,,,,
Cocos nucifera,0.325619,,,,,,,
Brachypodium distachyon,0.325619,,,,,,,
Metschnikowia bicuspidata,0.325619,,,,,,,
Rubrivivax gelatinosus,0.325619,,,,,,,
Legionella birminghamensis,0.325619,,0.264302,,0.5155249,49.9948861,,
Tannerella forsythia,0.325619,,,,,,,
Alistipes putredinis,0.325619,,,,,,,
Prevotella nigrescens,0.325619,,,,,,0.1281843,
Acinetobacter haemolyticus,0.325619,0.6681413,0.264302,,0.3436832,,,
Vibrio splendidus,0.325619,0.3340707,0.132151,,1.0310497,113.2237127,0.1281843,
Clonostachys rosea,0.325619,,,,,,,
Rhodotorula graminis,0.325619,,,,,,,
Sporothrix schenckii,0.325619,0.3340707,,,,,,
Fusarium sp.,0.325619,1.002212,0.264302,,,,0.2563687,
Sphingopyxis macrogoltabida,0.325619,,,,,,,
Actinopolyspora mortivallis,0.325619,,0.132151,,,,,
Trichophyton tonsurans,0.325619,,,,,,,
Citrobacter amalonaticus,0.325619,0.3340707,0.396453,,1.0310497,0.163382,1.2818433,
Corynebacterium pilosum,0.325619,1.3362826,,,0.1718416,0.163382,,
Aspergillus avenaceus,0.325619,,7.4004554,,,,,
Penicillium crustosum,0.325619,,,,,,,
Clavispora lusitaniae,0.325619,1.3362826,,,,,,
Nocardia transvalensis,0.325619,,,,,,,
Chaetomium globosum,0.325619,,,,,,,
Monilinia fructicola,0.325619,,0.132151,,,,,
Botryotinia calthae,0.325619,,0.132151,,0.3436832,,,
Dorea formicigenerans,0.325619,,,,,,,
Anaerobutyricum hallii,0.325619,,,,,,,
[Eubacterium] siraeum,0.325619,,,,0.3436832,,,
Methylococcus sp.,0.325619,,,,,,,
Fusarium avenaceum,0.325619,,,,,,,
Aspergillus carbonarius,0.325619,,,,,,,
Aspergillus leporis,0.325619,,,,,,,
Aspergillus campestris,0.325619,,,,,,,
Tuber borchii,0.325619,,0.132151,,,,0.1281843,
Hirsutella thompsonii,0.325619,,,,,,,
Tilletia indica,0.325619,,0.132151,,,,,
Rhodococcus wratislaviensis,0.325619,,0.132151,,,,,
Legionella adelaidensis,0.325619,,612.2555352,,13.0599631,30.0622845,24.2268378,
Staphylococcus felis,0.325619,,,,,0.163382,,
Pocillopora damicornis,0.325619,,,,,,,
Micromonospora fulviviridis,0.325619,,,,,,,
Xanthomonas fragariae,0.325619,,,,0.3436832,0.163382,0.1281843,
Venturia effusa,0.325619,,,,,,,
Ampelomyces quisqualis,0.325619,,,,0.1718416,,,
Actinobacillus porcinus,0.325619,0.3340707,,,,,,
Eimeria necatrix,0.325619,,,,,,,
Enterococcus durans,0.325619,,,,,,,
Janibacter limosus,0.325619,,,,,,,
Corynebacterium mucifaciens,0.325619,0.6681413,,,,,,
Trifolium pratense,0.325619,0.3340707,0.132151,,,,,
Trueperella bernardiae,0.325619,,,,,,,
Penicillium solitum,0.325619,,,,,,0.1281843,
Lactiplantibacillus paraplantarum,0.325619,,,,,,,
Burkholderia pyrrocinia,0.325619,0.3340707,,,,,,
Staphylococcus succinus,0.325619,,,,,0.163382,0.1281843,
Linderina pennispora,0.325619,,,,,,,
Kluyvera intermedia,0.325619,,,,,,,
Trichophyton verrucosum,0.325619,,,,,,0.1281843,
Corynebacterium ulcerans,0.325619,1.3362826,0.7929059,,,0.163382,0.6409216,
Albugo candida,0.325619,,,,,,0.1281843,
Cortinarius iodes,0.325619,,,,,,,
Chara braunii,0.325619,,,,,,,
Penicillium oxalicum,0.325619,0.3340707,0.132151,,,,,
Tolypocladium ophioglossoides,0.325619,,0.132151,,,,,
Pelotomaculum schinkii,0.325619,,0.132151,,0.1718416,,,
Capsicum chinense,0.325619,,,,,,,
Trichosporon asahii,0.325619,,,,,,,
Bartonella tribocorum,0.325619,,,,0.1718416,,,
Pseudomonas pertucinogena,0.325619,2.004424,4.6252846,,2.0620994,8.659245,9.6138245,
Venturia nashicola,0.325619,0.6681413,0.264302,,0.1718416,,,
Facklamia tabacinasalis,0.325619,,,,,,,
Aromatoleum toluolicum,0.325619,,0.132151,,,,,
Burkholderia stabilis,0.325619,0.3340707,,,,0.163382,0.1281843,
Periconia macrospinosa,0.325619,372.8228565,,,,66.8232302,0.1281843,
Drechmeria coniospora,0.325619,,0.132151,,0.1718416,,,
Burkholderia ubonensis,0.325619,0.3340707,,,,,,
Streptococcus infantarius,0.325619,0.6681413,,,,,,
Actinomyces urogenitalis,0.325619,7.0154839,0.528604,,1.374733,0.163382,0.384553,
Rhodococcus pyridinivorans,0.325619,,0.132151,,,,,
Acinetobacter bereziniae,0.325619,5.0110599,0.7929059,,0.3436832,,0.5127373,
Chalara longipes,0.325619,,,,,,,
Gautieria morchelliformis,0.325619,,,,,,,
Pseudocercospora musae,0.325619,,,,,,,
Candidatus Carsonella ruddii,0.325619,,,,0.1718416,,,
Aerococcus sanguinicola,0.325619,,,,,,,
Cupriavidus metallidurans,0.325619,,,,,,,
Schaalia turicensis,0.325619,,0.396453,,,,,
Acetobacter syzygii,0.325619,5.0110599,0.264302,,1.374733,0.163382,,
Psychrobacter proteolyticus,0.325619,,,,,,,
Magnaporthiopsis poae,0.325619,,,,,,,
Roseibium hamelinense,0.325619,,,,,,,
Leptotrichia hofstadii,0.325619,,,,,,0.1281843,
Corynebacterium lipophiloflavum,0.325619,,0.132151,,0.1718416,,,
Prevotella copri,0.325619,0.3340707,,,,,,
uncultured Mycobacterium sp.,0.325619,,,,,0.163382,,
Carpinus fangiana,0.325619,,,,,,0.1281843,
Holocryphia eucalypti,0.325619,,0.264302,,,0.163382,,
Salvia splendens,0.325619,,,,,,,
Pseudobutyrivibrio xylanivorans,0.325619,,0.264302,,0.3436832,,0.1281843,
Cladonia petrophila,0.325619,,,,,,,
Coccidioides posadasii,0.325619,,0.132151,,,,,
Acinetobacter towneri,0.325619,22.0486636,0.6607549,,,1.1436739,0.6409216,
Antalis entalis,0.325619,,,,,,,
Cyphellophora oxyspora,0.325619,,,,,,,
Methylorubrum populi,0.325619,6.6814132,,,,,,
Chryseobacterium koreense,0.325619,,,,,,,
Candidatus Burkholderia verschuerenii,0.325619,,,,,,,
Phialocephala helvetica,0.325619,,,,,,,
Wallemia muriae,0.325619,,,,,,,
Gulosibacter faecalis,0.325619,,,,,,,
Botryotinia globosa,0.325619,,,,,,,
Botrytis hyacinthi,0.325619,,,,,,,
Chlorociboria aeruginascens,0.325619,,,,0.5155249,,0.1281843,
Advenella mimigardefordensis,0.325619,,,,,,0.2563687,
Halolactibacillus miurensis,0.325619,,,,,,,
Neofusicoccum parvum,0.325619,,,,,,,
Drechslerella stenobrocha,0.325619,,,,,,,
Daldinia childiae,0.325619,,,,,,,
Shewanella xiamenensis,0.325619,0.3340707,,,0.8592081,,0.1281843,
Aspergillus novofumigatus,0.325619,0.3340707,0.132151,,0.1718416,,,
Brevundimonas sp. SH203,0.325619,,,,,,,
Lysobacter daejeonensis,0.325619,,,,,,,
Exophiala xenobiotica,0.325619,,,,,,,
Cudoniella acicularis,0.325619,,,,0.1718416,,,
Valsa malicola,0.325619,,,,,,,
Corchorus trilocularis,0.325619,,,,0.3436832,,0.1281843,
Hirsutella vermicola,0.325619,,,,,,,
Lophiostoma macrostomum,0.325619,,0.132151,,0.3436832,,0.1281843,
Lutimaribacter pacificus,0.325619,,,,,,,
Aspergillus ruber,0.325619,0.3340707,,,0.1718416,,,
Nocardioidaceae bacterium Broad-1,0.325619,,,,,,0.1281843,
Staphylococcus pseudolugdunensis,0.325619,,,,,,,
Handroanthus impetiginosus,0.325619,,,,,,,
Megamonas funiformis,0.325619,,,,,,,
Pseudovibrio sp. JE062,0.325619,,,,,,,
uncultured Pleomorphomonas sp.,0.325619,,,,0.1718416,,,
Actinopolymorpha rutila,0.325619,,,,,,,
Alishewanella aestuarii,0.325619,,,,,,,
Xanthomonas euvesicatoria,0.325619,1.002212,,,0.3436832,,,
uncultured Spirochaetes bacterium,0.325619,,,,,,,
Bordetella genomosp. 13,0.325619,0.3340707,,,0.6873665,,,
Bacteroides sp. 2_1_33B,0.325619,0.3340707,,,0.1718416,,,
Schumannella luteola,0.325619,,,,0.5155249,0.163382,,
Colletotrichum gloeosporioides,0.325619,,,,,,,
Actinophytocola xinjiangensis,0.325619,,,,,,,
Parasutterella excrementihominis,0.325619,,0.132151,,0.1718416,0.8169099,0.5127373,
Corynebacterium sputi,0.325619,,,,,,,
Gemmobacter aquaticus,0.325619,,,,,,,
[Candida] auris,0.325619,0.3340707,,,0.1718416,,,
Porphyromonas bennonis,0.325619,,,,,,,
Acinetobacter sp. ATCC 27244,0.325619,0.3340707,0.396453,,,,,
Neomicrococcus aestuarii,0.325619,,,,,,,
Paraphaeosphaeria minitans,0.325619,,,,0.1718416,,,
Isoptericola chiayiensis,0.325619,,,,,,,
Microbacterium azadirachtae,0.325619,,,,0.5155249,,,
Sporosarcina luteola,0.325619,0.6681413,0.132151,,0.1718416,,,
Fibroporia radiculosa,0.325619,,,,,,,
Lachnellula suecica,0.325619,,,,,,0.2563687,
Aurantimonas manganoxydans,0.325619,,,,0.1718416,,,
Paenibacillus sp. oral taxon 786,0.325619,,0.6607549,,,0.4901459,0.1281843,
Candidatus Uzinura diaspidicola,0.325619,0.3340707,,,,,,
Veillonella sp. oral taxon 780,0.325619,,,,,,,
Lentithecium fluviatile,0.325619,,,,,,,
Prevotella sp. oral taxon 473,0.325619,0.6681413,,,,,,
Selenomonas sp. oral taxon 136,0.325619,,,,,,,
Psychrosphaera saromensis,0.325619,,3496.0544322,,1.0310497,0.6535279,91.7799782,
Sporormia fimetaria,0.325619,0.3340707,,,,,,
Stagonosporopsis cucurbitacearum,0.325619,,,,,,,
Acidimangrovimonas indica,0.325619,4.3429186,,,,,,
Serinicoccus chungangensis,0.325619,,,,,,0.1281843,
Synechocystis sp. PCC 7509,0.325619,,,,,,,
Pseudomonas brassicacearum,0.325619,19.0420276,,,0.8592081,,,
Sinobacterium caligoides,0.325619,,,,,,,
Porphyromonas sp. KLE 1280,0.325619,,,,,,,
Barrientosiimonas humi,0.325619,0.3340707,,,,,,
Daldinia sp. EC12,0.325619,0.3340707,,,,,,
Zymoseptoria brevis,0.325619,,,,0.3436832,,,
Verticillium alfalfae,0.325619,,,,,,,
Gemmobacter lanyuensis,0.325619,,,,,,,
Aspergillus luchuensis,0.325619,,,,,,0.1281843,
Plenodomus tracheiphilus,0.325619,,,,0.1718416,0.163382,,
Monosporascus sp. mg162,0.325619,,,,,,,
Bryoria tenuis,0.325619,,,,,,,
Alishewanella longhuensis,0.325619,,,,,,,
Bradyrhizobium sp. CCBAU 43298,0.325619,,,,,,,
Acinetobacter oleivorans,0.325619,0.6681413,,,0.5155249,0.163382,0.1281843,
Geotrichum candidum,0.325619,0.3340707,0.132151,,,,,
Perenniporia contraria,0.325619,0.3340707,,,,0.326764,,
Corynebacterium aquatimens,0.325619,,,,0.1718416,,0.1281843,
Gilliamella apicola,0.325619,,,,0.5155249,,,
Dactylonectria torresensis,0.325619,0.6681413,,,0.1718416,,,
Paenibacillus thermoaerophilus,0.325619,,,,,,,
Reyranella soli,0.325619,,,,,,,
Cellulophaga sp. Hel_I_12,0.325619,,,,,,,
Sphingomonas psychrolutea,0.325619,,,,,,,
Azospirillum sp. CAG:260,0.325619,1.6703533,,,0.1718416,0.163382,0.5127373,
Collinsella sp. CAG:398,0.325619,,,,,,,
Brachyspira hampsonii,0.325619,,,,,,,
Achromobacter dolens,0.325619,2.6725653,,,0.8592081,0.326764,,
Photobacterium gaetbulicola,0.325619,,0.528604,,,0.163382,0.2563687,
Colletotrichum tanaceti,0.325619,,,,0.1718416,,,
Dendrothele bispora,0.325619,,0.132151,,,,,
Fusarium sp. AF-4,0.325619,0.3340707,,,,,,
Enterobacter sp. MGH 14,0.325619,,,,,,,
Pseudoseptoria collariana,0.325619,,,,,,,
Pseudogymnoascus sp. VKM F-3808,0.325619,,,,,0.163382,,
Bordetella genomosp. 1,0.325619,0.3340707,,,1.2028913,,0.2563687,
Corynebacterium glyciniphilum,0.325619,0.3340707,0.132151,,,,0.1281843,
Bordetella genomosp. 9,0.325619,,,,0.5155249,,0.1281843,
Dactylosporangium sucinum,0.325619,,,,,,,
Idiomarina tyrosinivorans,0.325619,,,,,,,
Virgibacillus massiliensis,0.325619,,,,,,,
Zhongshania aliphaticivorans,0.325619,,,,0.1718416,,,
Corynebacterium pelargi,0.325619,,,,,,,
Talaromyces cellulolyticus,0.325619,,,,0.1718416,,,
Acinetobacter seifertii,0.325619,23.3849462,,,0.1718416,,,
Torrubiella hemipterigena,0.325619,0.6681413,,,0.1718416,,,
Achromobacter sp. RTa,0.325619,,,,0.5155249,,,
Coniochaeta sp. 2T2.1,0.325619,0.6681413,,,,,0.1281843,
Rhizobium sp. ACO-34A,0.325619,,,,,,,
Pyricularia pennisetigena,0.325619,0.3340707,0.132151,,,,,
Corynebacterium sp. HMSC08C04,0.325619,,0.132151,,0.1718416,,0.1281843,
Bifidobacterium lemurum,0.325619,,0.132151,,0.1718416,,,
Lysobacter maris,0.325619,,,,,,,
Sarocladium implicatum,0.325619,,,,,,,
Parcubacteria group bacterium GW2011_GWF2_40_10,0.325619,,,,0.1718416,0.326764,0.1281843,
